Depth_min,Depth_q25,Depth_median,Depth_mean,Depth_q75,Depth_max,Vis_min,Vis_q25,Vis_median,Vis_mean,Vis_q75,Vis_max,Boats_min,Boats_q25,Boats_median,Boats_mean,Boats_q75,Boats_max,Duration_min,Duration_q25,Duration_median,Duration_mean,Duration_q75,Duration_max
5.7,7.5,8.350000000000001,8.579166666666667,10,14,5,8,10.5,11.657407407407407,15,25,0,1,1,3.7830188679245285,7,16,100,100,100,100,100,100
