effect,component,term,estimate,std.error,statistic,p.value,conf.low,conf.high
fixed,cond,(Intercept),1.433202048472129,0.18547069114106599,7.727377515308114,1.0978470980904413e-14,1.0696861736478878,1.7967179232963704
fixed,cond,TypeUndived,0.4428482867376514,0.26351734728357457,1.6805280233073097,0.09285462667441609,-0.07363622323968844,0.9593327967149913
fixed,cond,TransectOrderB,-0.07438512328067773,0.11601350437672993,-0.6411764189031596,0.521408068624575,-0.3017674135793483,0.15299716701799282
fixed,cond,TypeUndived:TransectOrderB,-0.1983595903830645,0.15718871332289072,-1.2619200589523385,0.20697755330973788,-0.5064438072721216,0.10972462650599263
