contrast,Type,ratio,SE,df,null,z.ratio,p.value
B / A,Dived,1.0194051183039818,0.18394510886619697,Inf,1,0.1065110757917558,0.9151768681866788
B / A,Undived,0.85177785912464,0.20030176203288377,Inf,1,-0.6822221998154474,0.4950984592317893
