effect,component,term,estimate,std.error,statistic,p.value,conf.low,conf.high
fixed,cond,(Intercept),0.9290112180608574,0.312703828333635,2.97089812750761,0.002969302586195936,0.31612297669913714,1.5418994594225777
fixed,cond,TypeUndived,-1.011173914278804,0.46558831477240226,-2.1718197862699915,0.02986925864856641,-1.9237102428554103,-0.09863758570219783
fixed,cond,TransectOrderB,0.08224664197944735,0.1272865359103355,0.6461535101983165,0.5181799438849812,-0.16723038412167446,0.33172366808056913
fixed,cond,TypeUndived:TransectOrderB,-0.03320889448502305,0.2307170141798432,-0.1439377785079033,0.8855496033583283,-0.48540593289813255,0.4189881439280864
