contrast,Type,ratio,SE,df,null,z.ratio,p.value
B / A,Dived,0.8816367457681352,0.055214076550193836,Inf,1,-2.0115220184678964,0.044270346990977635
B / A,Undived,0.9619469592955993,0.06765124871137547,Inf,1,-0.5516477811215805,0.5811896932483461
