contrast,Type,ratio,SE,df,null,z.ratio,p.value
B / A,Dived,0.8344540169634321,0.11484084838277009,Inf,1,-1.3150156997341986,0.1885046261523765
B / A,Undived,0.9257035100901831,0.16325204616656444,Inf,1,-0.43776171091566507,0.6615590296176754
